GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Average trip speed(whilst moving only)(km/h),Engine Coolant Temperature(å¡C),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel used (trip)(gal),Fuel Level (From Engine ECU)(%),Fuel Rate (direct from ECU)(L/m),Hybrid Battery Charge (%)(%),Intake Manifold Pressure(psi),Speed (OBD)(km/h),Speed (GPS)(km/h),Trip time(whilst moving)(s)
Sat Aug 16 18:26:45 GMT+05:30 2014,26:44.5,79.95267973,6.84553876,4.2793107,5,-69,317,-2.46123934,-7.28795004,5.85142899,0.00421339,0.00565503,-0.27139166,-0.7585299,0.50135708,-,14.69999981,23.86236382,87,92.54901886,56.86274338,1903,-,0.08151796,-,-,-,13.92362309,16,15.40551853,542.302002
Sat Aug 16 18:26:45 GMT+05:30 2014,26:45.0,79.95267973,6.84553876,4.2793107,5,-69,317,-1.56101954,-6.90487766,6.16746378,-0.02392411,-0.04259713,-0.15912533,-0.70386112,0.52869147,-,14.69999981,23.85523033,87,91.37255096,56.47058868,2003.75,-,0.08174326,-,-,-,13.48850918,18,15.40551853,542.7910156
Sat Aug 16 18:26:46 GMT+05:30 2014,26:45.5,79.95265065,6.84557139,4.527693,5,-68.90000153,314,-1.63763392,-6.89530087,5.96635056,-0.03664291,-0.05532026,-0.16693515,-0.70288485,0.50819069,-,14.69999981,23.85176277,87,91.37255096,55.68627548,2082,-,0.08200438,-,-,-,13.48850918,21,16.29969406,543.2639771
Sat Aug 16 18:26:46 GMT+05:30 2014,26:46.0,79.95265065,6.84557139,4.527693,5,-68.90000153,314,-1.29286897,-6.87614727,6.09084892,-0.03539485,-0.04931051,-0.14350566,-0.69897997,0.52771527,-,14.69999981,23.85176277,87,90.98039246,55.68627548,2082,-,0.08224588,-,-,-,13.34347153,21,16.29969406,543.8189697
Sat Aug 16 18:26:47 GMT+05:30 2014,26:46.5,79.95261141,6.84560037,5,5,-69.09999847,307.8,-0.90021986,-7.15387487,6.4739213,0.00678796,-0.02668411,-0.0976229,-0.72338563,0.5433349,-,14.69999981,23.85072899,87,90.58823395,55.29411697,2139,-,0.08224588,-,-,-,13.34347153,23,18,544.2860107
Sat Aug 16 18:26:47 GMT+05:30 2014,26:47.0,79.95261141,6.84560037,5,5,-69.09999847,307.8,-1.30244577,-7.21133566,6.22492456,-0.00087142,-0.0195366,-0.13276714,-0.73510045,0.53454888,-,14.69999981,23.85333252,87,90.98039246,55.29411697,2144.5,-,0.08251217,-,-,-,13.48850918,26,18,544.7769775
Sat Aug 16 18:26:48 GMT+05:30 2014,26:47.5,79.95254121,6.84562247,6.25,5,-69.09999847,295.7,-0.9768343,-7.31668043,6.21534777,0.00266927,-0.05025192,-0.09567044,-0.7292431,0.50038081,-,14.69999981,23.85835266,86,90.98039246,55.68627548,2156.25,-,0.08276013,-,-,-,13.34347153,28,22.5,545.3109741
Sat Aug 16 18:26:48 GMT+05:30 2014,26:48.0,79.95254121,6.84562247,6.25,5,-69.09999847,295.7,-0.75656772,-7.34541082,6.09084892,-0.00524658,-0.0239132,-0.07712208,-0.74876761,0.52088165,-,14.69999981,23.85835266,86,90.98039246,55.68627548,2073.25,-,0.08299711,-,-,-,13.19843388,29,22.5,545.7979736
Sat Aug 16 18:26:49 GMT+05:30 2014,26:48.5,79.95247319,6.84564706,7.25,5,-68.90000153,291.8,-0.75656772,-7.431602,6.22492456,0.01020515,-0.03269771,-0.0976229,-0.75169635,0.50038081,-,14.69999981,23.86457062,86,90.98039246,54.50980377,2073.25,-,0.08324034,-,-,-,13.19843388,29,26.09999847,546.2849731
Sat Aug 16 18:26:49 GMT+05:30 2014,26:49.0,79.95247319,6.84564706,7.25,5,-68.90000153,291.8,-0.56503159,-7.13472128,5.90888977,-0.03491622,-0.02364455,-0.0741934,-0.74779141,0.52283406,-,14.69999981,23.87198067,86,90.58823395,54.50980377,2065.5,-,0.08324034,-,-,-,13.19843388,30,26.09999847,546.7979736
Sat Aug 16 18:26:50 GMT+05:30 2014,26:49.5,79.95240397,6.84568079,7.75,5,-68.59999847,292.5,-0.8810662,-7.4411788,5.82269859,-0.0136674,-0.03233694,-0.08981306,-0.7585299,0.49354723,-,14.69999981,23.88178444,86,90.58823395,54.90196228,2071,-,0.08351398,-,-,-,13.48850918,32,27.89999962,547.3029785
Sat Aug 16 18:26:50 GMT+05:30 2014,26:50.1,79.95240397,6.84568079,7.75,5,-68.59999847,292.5,-0.92895025,-7.69017601,6.14831018,0.0271104,-0.04941434,-0.05759751,-0.7468152,0.48476118,-,14.69999981,23.88178444,86,90.58823395,55.29411697,2023.25,-,0.08375091,-,-,-,13.48850918,33,27.89999962,547.8599854
Sat Aug 16 18:26:51 GMT+05:30 2014,26:50.5,79.95233338,6.84569696,8.25,6,-68.40000153,289.8,-0.76614451,-7.30710363,5.8131218,-0.02598155,-0.0446553,-0.07809832,-0.74486274,0.49257103,-,14.69999981,23.89277077,86,91.37255096,55.68627548,2023.25,-,0.08375091,-,-,-,13.48850918,33,29.69999886,548.302002
Sat Aug 16 18:26:51 GMT+05:30 2014,26:51.0,79.95233338,6.84569696,8.25,6,-68.40000153,289.8,-0.42137951,-7.58483076,6.33026934,0.02698702,-0.07535361,-0.04295408,-0.77317333,0.54528737,-,14.69999981,23.90493393,86,90.58823395,55.68627548,2007,-,0.08401246,-,-,-,13.48850918,34,29.69999886,548.8040161
Sat Aug 16 18:26:52 GMT+05:30 2014,26:51.5,79.95224408,6.84572827,9,6,-68,289.5,-0.58418524,-7.67102242,6.28238535,0.0314855,-0.03421672,-0.05954997,-0.78195941,0.54040623,-,14.69999981,23.91706657,86,90.58823395,54.50980377,2017,-,0.08427686,-,-,-,13.48850918,34,32.39999771,549.2990112
Sat Aug 16 18:26:52 GMT+05:30 2014,26:52.0,79.95224408,6.84572827,9,6,-68,289.5,-0.65122288,-7.28795004,5.65989304,-0.03802848,-0.07957132,-0.05662128,-0.72533816,0.46328413,-,14.69999981,23.91706657,86,90.58823395,54.90196228,2003.75,-,0.08449297,-,-,-,13.63354778,34,32.39999771,549.7609863
Sat Aug 16 18:26:53 GMT+05:30 2014,26:52.5,79.95216675,6.84576582,9.25,7,-67.59999847,291.4,-0.45010993,-7.7284832,5.91846657,0.01234931,-0.00631131,-0.04588277,-0.78781682,0.50330955,-,14.69999981,23.93157196,86,91.37255096,55.29411697,2003.75,-,0.08469996,-,-,-,13.19843388,36,33.29999924,550.2969971
Sat Aug 16 18:26:53 GMT+05:30 2014,26:53.0,79.95216675,6.84576582,9.25,7,-67.59999847,291.4,-0.39264908,-7.78594398,5.17147589,-0.02736366,-0.04816011,-0.04002539,-0.79367417,0.42716369,-,14.69999981,23.94724274,86,81.5686264,55.29411697,1811.5,-,0.08469996,-,-,-,13.19843388,37,33.29999924,550.8040161
Sat Aug 16 18:26:54 GMT+05:30 2014,26:53.5,79.95208167,6.84579573,9.75,7,-67.69999695,290.6,-0.18195933,-7.97747993,5.5162406,0.00785106,-0.0553778,-0.01854835,-0.81319875,0.4623079,-,14.69999981,23.96287346,86,20,13.72549057,1059.25,-,0.08469996,-,-,-,3.91601896,37,35.09999847,551.3120117
Sat Aug 16 18:26:54 GMT+05:30 2014,26:54.0,79.95208167,6.84579573,9.75,7,-67.69999695,290.6,-0.36391866,-7.68059921,4.97993946,-0.04715747,-0.06290954,-0.01854835,-0.78391188,0.41252023,-,14.69999981,23.96287346,86,20,9.8039217,164.75,-,0.08469996,-,-,-,3.04579258,36,35.09999847,551.8079834
Sat Aug 16 18:26:55 GMT+05:30 2014,26:54.5,79.95197374,6.84582903,10.25,8,-68,289.1,-0.33518824,-7.82425117,5.26724386,-0.01892447,-0.0375958,-0.03416802,-0.79757911,0.43692598,-,14.69999981,23.97727203,86,85.09803772,0,164.75,-,0.08469996,-,-,-,8.99234009,36,36.89999771,552.2919922
Sat Aug 16 18:26:55 GMT+05:30 2014,26:55.0,79.95197374,6.84582903,10.25,8,-68,289.1,-0.73741412,-7.97747993,5.08528423,-0.01370585,-0.01977591,-0.07224095,-0.81905609,0.43302107,-,14.69999981,23.99163628,86,0,0,0,-,0.08473196,-,-,-,8.99234009,36,36.89999771,552.7979736
Sat Aug 16 18:26:55 GMT+05:30 2014,26:55.6,79.95197374,6.84582903,10.25,8,-68,289.1,-1.11090958,-7.91044235,5.10443783,-0.01467091,-0.04783103,-0.10152781,-0.79562664,0.41252023,-,14.69999981,24.00477409,86,0,0,0,-,0.08473196,-,-,-,14.50377369,35,36.89999771,553.3150024
Sat Aug 16 18:26:56 GMT+05:30 2014,26:56.0,79.95187773,6.84586431,10.5,7,-67.90000153,288.8,-0.74699092,-7.7284832,5.14274502,-0.03164452,-0.03360962,-0.07224095,-0.80246025,0.43302107,-,14.69999981,24.00477409,86,0,0,0,-,0.08473196,-,-,-,14.50377369,35,37.79999924,553.8040161
Sat Aug 16 18:26:57 GMT+05:30 2014,26:56.5,79.9517695,6.84588596,10.25,7,-67.09999847,286.2,-0.71826053,-7.89128876,5.60243177,0.00823647,-0.01446408,-0.07224095,-0.79953152,0.47109395,-,14.69999981,24.01787758,86,0,0,0,-,0.08473196,-,-,-,14.50377369,35,36.89999771,554.2739868
Sat Aug 16 18:26:57 GMT+05:30 2014,26:57.0,79.9517695,6.84588596,10.25,7,-67.09999847,286.2,-0.51714754,-7.69975281,5.82269859,0.00445759,-0.03467501,-0.03319179,-0.780007,0.46718904,-,14.69999981,24.03095245,86,0,0,0,-,0.08473196,-,-,-,14.50377369,35,36.89999771,554.8049927
Sat Aug 16 18:26:58 GMT+05:30 2014,26:57.5,79.95166166,6.84589173,10.25,8,-67.59999847,279,-0.38307226,-7.89128876,6.01423454,0.03115696,-0.00458912,-0.0536926,-0.81515121,0.46816528,-,14.69999981,24.0439949,87,0,0,0,-,0.08473196,-,-,-,14.50377369,35,36.89999771,555.3049927
Sat Aug 16 18:26:58 GMT+05:30 2014,26:58.0,79.95166166,6.84589173,10.25,8,-67.59999847,279,-0.16280572,-7.78594398,6.07169533,0.02561182,0.00027605,-0.02050081,-0.78586435,0.51795292,-,14.69999981,24.05819511,87,0,0,0,-,0.08473196,-,-,-,14.50377369,36,36.89999771,555.7579956
Sat Aug 16 18:26:59 GMT+05:30 2014,26:58.5,79.95156634,6.84590413,10.5,7,-67.90000153,277.9,0.11492168,-7.4411788,6.06211853,-0.00254679,-0.00986531,0.00585737,-0.77317333,0.51795292,-,14.69999981,24.05819511,87,0,0,0,-,0.08473196,-,-,-,14.50377369,36,37.79999924,556.2990112
Sat Aug 16 18:26:59 GMT+05:30 2014,26:59.0,79.95156634,6.84590413,10.5,7,-67.90000153,277.9,0.23942018,-7.56567717,6.09084892,0.00938946,-0.00707074,0.00976229,-0.77122086,0.52478653,-,14.69999981,24.07354736,87,0,0,0,-,0.08473196,-,-,-,14.50377369,37,37.79999924,556.7999878
Sat Aug 16 18:27:00 GMT+05:30 2014,26:59.6,79.9514597,6.8459191,11,6,-67.90000153,278.9,0.39264908,-7.40287161,5.803545,-0.02128893,-0.03335061,0.04100162,-0.7409578,0.49159479,-,14.69999981,24.08886337,87,62.74509811,0,770.25,-,0.08473196,-,-,-,13.48850918,37,39.59999847,557.3400269
Sat Aug 16 18:27:00 GMT+05:30 2014,27:00.1,79.9514597,6.8459191,11,6,-67.90000153,278.9,-0.5267244,-7.66144562,6.33026934,0.03350157,-0.05432035,-0.02733441,-0.73998159,0.48768988,-,12.37845135,24.10650826,87,84.70588684,56.47058868,1459.25,-,0.0848311,-,-,-,13.48850918,39,39.59999847,557.8200073
Sat Aug 16 18:27:00 GMT+05:30 2014,27:00.5,79.9514597,6.8459191,11,6,-67.90000153,278.9,-0.67995328,-7.83382797,5.91846657,0.02223331,-0.0798848,-0.04978768,-0.73802912,0.44668823,-,14.69999981,24.10650826,87,84.70588684,55.29411697,1459.25,-,0.0848311,-,-,-,13.19843388,39,39.59999847,558.2680054
Sat Aug 16 18:27:01 GMT+05:30 2014,27:01.0,79.95136117,6.84594345,11,6,-67.80000305,280,-0.32561144,-7.70932961,5.69820023,-0.00320733,-0.02187332,-0.03319179,-0.78586435,0.48085627,-,14.69999981,24.12529564,87,92.94117737,56.47058868,1738.25,-,0.08510298,-,-,-,13.19843388,40,39.59999847,558.7520142
Sat Aug 16 18:27:02 GMT+05:30 2014,27:01.5,79.95126527,6.84596308,11.25,7,-67.69999695,280.4,-0.49799395,-8.04451752,5.73650742,0.02745205,-0.03762404,-0.04002539,-0.78098321,0.46035543,-,14.69999981,24.1452179,87,94.50980377,56.47058868,1536.5,-,0.08527095,-,-,-,13.48850918,41,40.5,559.2979736
Sat Aug 16 18:27:02 GMT+05:30 2014,27:02.0,79.95126527,6.84596308,11.25,7,-67.69999695,280.4,-0.22984336,-8.18816948,5.83227539,0.04403204,-0.08746517,-0.0536926,-0.75072008,0.4154489,-,14.69999981,24.1452179,87,94.50980377,46.66666794,1638.25,-,0.08544049,-,-,-,13.05339622,41,40.5,559.7990112
Sat Aug 16 18:27:03 GMT+05:30 2014,27:02.6,79.95115526,6.84598386,11.75,7,-66.90000153,279.5,-0.16280572,-7.69975281,5.33428144,-0.02601349,-0.02287126,-0.01366721,-0.78879303,0.47597513,-,14.69999981,24.16509438,87,84.70588684,41.17647171,1638.25,-,0.08557328,-,-,-,12.03813267,41,42.29999924,560.4160156
Sat Aug 16 18:27:03 GMT+05:30 2014,27:03.0,79.95115526,6.84598386,11.75,7,-66.90000153,279.5,-0.23942018,-7.80509758,5.33428144,-0.01700217,-0.07427541,-0.02050081,-0.76829219,0.4154489,-,14.69999981,24.18492317,87,72.15686035,41.17647171,1499,-,0.08557328,-,-,-,12.03813267,41,42.29999924,560.7930298
Sat Aug 16 18:27:04 GMT+05:30 2014,27:03.5,79.95103789,6.84600668,12.25,6,-67.90000153,278.3,-0.50757074,-7.7476368,5.46835661,-0.0129416,-0.06335182,-0.02635818,-0.76731598,0.43594974,-,14.69999981,24.20470619,88,20.7843132,6.66666651,983.5,-,0.08557328,-,-,-,3.77098107,41,44.09999847,561.2849731
Sat Aug 16 18:27:04 GMT+05:30 2014,27:04.8,79.95103789,6.84600668,12.25,6,-67.90000153,278.3,-0.59376204,-7.58483076,5.57370138,-0.01960927,-0.00982004,-0.06735981,-0.80148399,0.47695136,-,14.69999981,24.20470619,88,20.7843132,23.92156792,983.5,-,0.08557328,-,-,-,4.06105661,41,44.09999847,562.559021
Sat Aug 16 18:27:04 GMT+05:30 2014,27:04.9,79.95103789,6.84600668,12.25,6,-67.90000153,278.3,-0.29688102,-7.59440756,5.64073944,-0.01619583,-0.03828077,-0.0605262,-0.77317333,0.46816528,-,14.69999981,24.20470619,88,20.7843132,23.92156792,146,-,0.08557328,-,-,-,4.06105661,41,44.09999847,562.6370239
Sat Aug 16 18:27:04 GMT+05:30 2014,27:05.0,79.95103789,6.84600668,12.25,6,-67.90000153,278.3,-0.2681506,-7.4220252,5.7843914,-0.02139866,-0.0343288,-0.03416802,-0.77610207,0.47304639,-,14.69999981,24.22444153,88,0,23.92156792,146,-,0.08557328,-,-,-,4.06105661,41,44.09999847,562.802002
Sat Aug 16 18:27:05 GMT+05:30 2014,27:05.5,79.95093367,6.84602247,12.290749,6,-67.09999847,276.5,-0.10534488,-7.78594398,5.96635056,0.01896495,-0.07535568,-0.01561966,-0.73119551,0.46523657,-,13.98895645,24.24530602,88,50.58823776,49.01960754,1000,-,0.08557907,-,-,-,13.34347153,42,44.24669266,563.2659912
Sat Aug 16 18:27:06 GMT+05:30 2014,27:06.0,79.95081045,6.84602537,12.789156,7,-66.09999847,274.1,-0.00957681,-7.24964285,5.62158537,-0.04584652,-0.06452703,-0.00097623,-0.73900533,0.47304639,-,14.69999981,24.266119,88,89.80392456,49.01960754,1539,-,0.08571555,-,-,-,13.34347153,42,46.0409584,563.7449951
Sat Aug 16 18:27:06 GMT+05:30 2014,27:06.5,79.95081045,6.84602537,12.789156,7,-66.09999847,274.1,-0.12449849,-7.88171196,5.40131903,-0.00692403,-0.02912005,-0.02928687,-0.79465038,0.45645052,-,14.69999981,24.28805542,88,59.60784531,45.88235474,1218.75,-,0.08582333,-,-,-,10.73279285,43,46.0409584,564.2689819
Sat Aug 16 18:27:07 GMT+05:30 2014,27:07.0,79.9506935,6.84603298,12.5,6,-66.40000153,276.3,-0.11492168,-7.73806,5.10443783,-0.03597355,-0.05465068,-0.01171475,-0.78879303,0.42033005,-,14.69999981,24.30877113,88,59.60784531,4.70588255,503,-,0.08582333,-,-,-,3.77098107,42,45,564.7880249
Sat Aug 16 18:27:08 GMT+05:30 2014,27:07.5,79.95057924,6.8460451,12.509996,6,-67,277.8,-0.29688102,-7.86255836,5.42047262,-0.00703949,-0.02570674,-0.0302631,-0.80148399,0.45254561,-,14.69999981,24.32943916,88,27.84313774,45.09803772,114,-,0.08582333,-,-,-,5.51143408,42,45.03598404,565.28302
Sat Aug 16 18:27:08 GMT+05:30 2014,27:08.0,79.95057924,6.8460451,12.509996,6,-67,277.8,-0.09576806,-8.50420475,5.76523781,0.0663659,-0.00273985,-0.01854835,-0.81417495,0.47499892,-,14.69999981,24.32943916,88,85.09803772,0,114,-,0.08582333,-,-,-,11.31294346,42,45.03598404,565.8170166
Sat Aug 16 18:27:08 GMT+05:30 2014,27:08.5,79.95057924,6.8460451,12.509996,6,-67,277.8,-0.08619126,-7.7476368,5.69820023,-0.00058854,-0.04832293,0.01171475,-0.75560123,0.4779276,-,14.69999981,24.34889221,88,0,0,0,-,0.08584714,-,-,-,11.31294346,41,45.03598404,566.3040161
Sat Aug 16 18:27:09 GMT+05:30 2014,27:09.0,79.95046671,6.84606275,12.509996,7,-67.90000153,278.3,0.17238252,-7.32625723,5.59285498,-0.04127884,0.01740848,0,-0.80929381,0.51600051,-,14.69999981,24.36713219,88,0,0,0,-,0.08584714,-,-,-,14.50377369,40,45.03598404,566.8040161
Sat Aug 16 18:27:09 GMT+05:30 2014,27:09.5,79.95046671,6.84606275,12.509996,7,-67.90000153,278.3,0.18195933,-7.23048925,5.88973618,-0.03018552,-0.03745956,0.00780983,-0.77219713,0.47402263,-,14.69999981,24.38533211,88,0,0,0,-,0.08584714,-,-,-,14.50377369,40,45.03598404,567.3060303
Sat Aug 16 18:27:10 GMT+05:30 2014,27:10.0,79.95036445,6.84605048,11.510864,5,-67.19999695,274.8,-0.00957681,-7.60398483,5.58327818,-0.01936442,-0.0435444,0.00585737,-0.77610207,0.45840299,-,14.69999981,24.38533211,88,0,0,0,-,0.08584714,-,-,-,14.50377369,40,41.4391098,567.7990112
Sat Aug 16 18:27:10 GMT+05:30 2014,27:10.6,79.95036445,6.84605048,11.510864,5,-67.19999695,274.8,0,-7.68059921,5.66946983,-0.00786662,-0.03501294,-0.01269098,-0.77805454,0.47011772,-,14.69999981,24.40348816,88,0,0,0,-,0.08584714,-,-,-,14.50377369,40,41.4391098,568.2810059
Sat Aug 16 18:27:11 GMT+05:30 2014,27:11.0,79.95026265,6.84606369,11.5,5,-66.59999847,276.8,-0.23942018,-7.01022243,5.61200857,-0.06529671,-0.08398385,-0.02440573,-0.71459961,0.47207019,-,14.69999981,24.42044067,88,0,0,0,-,0.08584714,-,-,-,14.50377369,39,41.39999771,568.7910156
Sat Aug 16 18:27:11 GMT+05:30 2014,27:11.5,79.95026265,6.84606369,11.5,5,-66.59999847,276.8,0.01915361,-6.67503452,5.64073944,-0.09014946,-0.07463862,-0.03319179,-0.7292431,0.46816528,-,14.69999981,24.43735504,88,0,21.1764698,1180.25,-,0.08595362,-,-,-,12.76332092,39,41.39999771,569.2969971
Sat Aug 16 18:27:12 GMT+05:30 2014,27:12.0,79.95016242,6.846069,11.261106,5,-66.59999847,273.8,-0.1436521,-7.58483076,5.37258863,-0.03339893,-0.03691626,0.00292869,-0.78976929,0.45059317,-,12.64851379,24.43735504,89,82.74510193,38.03921509,1180.25,-,0.08595362,-,-,-,12.76332092,39,40.53997803,569.7470093
Sat Aug 16 18:27:12 GMT+05:30 2014,27:12.6,79.95016242,6.846069,11.261106,5,-66.59999847,273.8,-0.05746084,-7.55610037,5.29597425,-0.04038626,-0.03888338,0.00585737,-0.7907455,0.44571203,-,12.64851379,24.45422935,89,45.49019623,38.03921509,978,-,0.08600316,-,-,-,8.99234009,39,40.53997803,570.3289795
Sat Aug 16 18:27:13 GMT+05:30 2014,27:13.0,79.95006383,6.84607754,11.25,6,-67.80000305,274.2,-0.15322891,-7.88171196,5.5066638,-0.00077182,-0.02004836,0.01952458,-0.8073414,0.45449808,-,14.69999981,24.46990776,89,45.49019623,14.90196037,664.75,-,0.08600316,-,-,-,4.78624535,38,40.5,570.7579956
Sat Aug 16 18:27:13 GMT+05:30 2014,27:13.5,79.95006383,6.84607754,11.25,6,-67.80000305,274.2,0.07661445,-7.92001915,5.32470465,-0.00813061,-0.03572328,-0.00780983,-0.79855531,0.43985465,-,14.69999981,24.46990776,89,27.45098114,42.74509811,664.75,-,0.08600316,-,-,-,5.36639643,38,40.5,571.2700195
Sat Aug 16 18:27:14 GMT+05:30 2014,27:14.0,79.94996923,6.84608637,11,5,-67.59999847,276.7,-0.07661445,-7.86255836,5.20978308,-0.01950562,0.01294761,0.01366721,-0.83272332,0.47597513,-,14.69999981,24.48439217,89,85.09803772,0,114,-,0.08600316,-,-,-,5.36639643,37,39.59999847,571.7730103
Sat Aug 16 18:27:14 GMT+05:30 2014,27:14.6,79.94996923,6.84608637,11,5,-67.59999847,276.7,0.08619126,-7.94874954,5.33428144,-0.00514692,-0.02083063,0.00780983,-0.81124628,0.44766447,-,14.69999981,24.49653625,89,0,0,0,-,0.08603243,-,-,-,11.60301876,35,39.59999847,572.3560181
Sat Aug 16 18:27:15 GMT+05:30 2014,27:15.0,79.94987516,6.8460949,10.5,5,-67.5,276.1,0.20111294,-7.76679039,5.19062948,-0.02852565,-0.04720024,0.02050081,-0.7917217,0.42911613,-,14.69999981,24.50749779,89,0,0,0,-,0.08603243,-,-,-,14.50377369,34,37.79999924,572.742981
Sat Aug 16 18:27:15 GMT+05:30 2014,27:15.5,79.94987516,6.8460949,10.5,5,-67.5,276.1,0.38307226,-7.7284832,4.59686708,-0.06352705,-0.02058186,0.03612047,-0.83760446,0.40568662,-,14.69999981,24.50749779,89,0,0,0,-,0.08603243,-,-,-,14.50377369,34,37.79999924,573.2930298
Sat Aug 16 18:27:16 GMT+05:30 2014,27:16.0,79.94978575,6.84610766,10,5,-67.30000305,276,0.48841715,-8.29351425,4.77882671,-0.00401086,-0.09003395,0.07028849,-0.780007,0.36273253,-,14.69999981,24.51843262,89,0,0,0,-,0.08603243,-,-,-,14.50377369,34,36,573.7969971
Sat Aug 16 18:27:16 GMT+05:30 2014,27:16.5,79.94978575,6.84610766,10,5,-67.30000305,276,0.57460839,-8.15943909,4.57771349,-0.02549773,-0.03737782,0.0605262,-0.82881838,0.38713828,-,14.69999981,24.52474022,89,0,0,0,-,0.08603243,-,-,-,14.50377369,30,36,574.2979736
Sat Aug 16 18:27:17 GMT+05:30 2014,27:17.0,79.94969855,6.84611651,9.25,5,-67.19999695,277,0.55545479,-8.13070869,4.68305874,-0.02285922,-0.02560255,0.05564505,-0.84053314,0.38909075,-,14.69999981,24.52873611,89,0,0,0,-,0.08603243,-,-,-,14.50377369,28,33.29999924,574.789978
Sat Aug 16 18:27:17 GMT+05:30 2014,27:17.5,79.94969855,6.84611651,9.25,5,-67.19999695,277,0.36391866,-8.08282471,4.65432787,-0.02950174,-0.0175834,0.07321718,-0.85127175,0.3842096,-,14.69999981,24.52873611,89,0,0,0,-,0.08603243,-,-,-,14.50377369,28,33.29999924,575.2860107
Sat Aug 16 18:27:18 GMT+05:30 2014,27:18.1,79.94963273,6.84612303,8,5,-67.09999847,278.7,0.21068975,-7.98705673,4.85544109,-0.02794397,-0.03253555,0.0370967,-0.82296103,0.40666285,-,14.69999981,24.52812767,89,0,0,0,-,0.08603243,-,-,-,14.50377369,24,28.79999924,575.8649902
Sat Aug 16 18:27:18 GMT+05:30 2014,27:18.5,79.94963273,6.84612303,8,5,-67.09999847,278.7,0.21068975,-7.98705673,4.97993946,-0.02129197,-0.05167887,0.03221555,-0.81027007,0.39104319,-,14.69999981,24.52637672,89,0,0,0,-,0.08603243,-,-,-,14.50377369,23,28.79999924,576.2780151
Sat Aug 16 18:27:19 GMT+05:30 2014,27:19.0,79.9495677,6.84613355,7.5,5,-67.40000153,280.1,0.00957681,-7.84340477,5.25766706,-0.01845455,-0.03143903,0,-0.80441266,0.43887842,-,14.69999981,24.52637672,89,0,0,0,-,0.08603243,-,-,-,14.50377369,23,27,576.7459717
Sat Aug 16 18:27:19 GMT+05:30 2014,27:19.5,79.9495677,6.84613355,7.5,5,-67.40000153,280.1,-0.28730419,-7.7284832,5.38216543,-0.02052116,-0.039608,-0.00780983,-0.78781682,0.4486407,-,14.69999981,24.52119064,89,0,0,0,-,0.08603243,-,-,-,14.50377369,20,27,577.3010254
Sat Aug 16 18:27:20 GMT+05:30 2014,27:20.0,79.94950742,6.84614838,7,5,-67.80000305,282.1,-0.8810662,-7.47948599,5.65031624,-0.02124971,-0.02277366,-0.08590815,-0.77707827,0.48573741,-,11.92715073,24.51601791,89,85.09803772,0,0,-,0.08603243,-,-,-,14.50377369,20,25.19999886,577.742981
Sat Aug 16 18:27:20 GMT+05:30 2014,27:20.5,79.94950742,6.84614838,7,5,-67.80000305,282.1,-0.73741412,-7.29752684,5.8131218,-0.02697802,-0.05547018,-0.08981306,-0.73510045,0.48573741,-,11.92715073,24.51199913,89,81.5686264,11.76470566,1244.5,-,0.0861949,-,-,-,9.86256599,21,25.19999886,578.2650147
Sat Aug 16 18:27:21 GMT+05:30 2014,27:21.8,79.94945079,6.84616401,6.75,6,-67.40000153,283.1,-1.13006318,-7.29752684,5.65989304,-0.03257507,-0.05125106,-0.11519502,-0.74388647,0.47695136,-,13.51208401,24.51199913,89,81.5686264,50.19607925,1244.5,-,0.08668064,-,-,-,12.76332092,21,24.29999924,579.5510254
Sat Aug 16 18:27:21 GMT+05:30 2014,27:21.8,79.94945079,6.84616401,6.75,6,-67.40000153,283.1,-0.83318222,-7.35498762,5.803545,-0.02219152,-0.05125106,-0.11519502,-0.74388647,0.47695136,-,13.51208401,24.51199913,89,81.5686264,50.19607925,1792.75,-,0.08668064,-,-,-,12.76332092,21,24.29999924,579.5510254
Sat Aug 16 18:27:21 GMT+05:30 2014,27:22.0,79.94945079,6.84616401,6.75,6,-67.40000153,283.1,-0.54587799,-7.431602,5.4875102,-0.03766072,-0.0236133,-0.05857374,-0.7575537,0.45937923,-,13.51208401,24.50913239,89,91.76470947,50.19607925,1792.75,-,0.08668064,-,-,-,12.76332092,22,24.29999924,579.7589722
Sat Aug 16 18:27:22 GMT+05:30 2014,27:22.5,79.94939418,6.84617089,6.519202,6,-67,281.1,-0.82360536,-7.52736998,5.70777702,-0.01438147,-0.03305123,-0.08395569,-0.76731598,0.4818325,-,14.69999981,24.50855255,90,91.76470947,54.90196228,1350.75,-,0.08685574,-,-,-,13.34347153,24,23.46912766,580.276001
Sat Aug 16 18:27:22 GMT+05:30 2014,27:23.0,79.94939418,6.84617089,6.519202,6,-67,281.1,-0.66079968,-7.55610037,6.13873339,0.01368248,-0.03974306,-0.03904916,-0.74876761,0.49940461,-,14.69999981,24.50855255,90,94.50980377,49.80392075,1801.5,-,0.08702188,-,-,-,13.34347153,24,23.46912766,580.7860107
