GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Average trip speed(whilst moving only)(km/h),Engine Coolant Temperature(å¡C),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel used (trip)(gal),Fuel Level (From Engine ECU)(%),Fuel Rate (direct from ECU)(L/m),Hybrid Battery Charge (%)(%),Intake Manifold Pressure(psi),Speed (OBD)(km/h),Speed (GPS)(km/h),Trip time(whilst moving)(s)
Sat Aug 16 20:58:56 GMT+05:30 2014,58:56.5,79.92777863,6.84642613,16.507574,9,-67.5,312.2,3.77326179,-0.72783732,9.0788126,0.02395457,0.00529793,0.38463423,-0.0741934,0.82546508,-,14.69999981,29.45833397,88,0,0,0,-,0.13364077,-,-,-,14.64881134,36,59.42726517,1135.249023
Sat Aug 16 20:58:57 GMT+05:30 2014,58:57.0,79.92768754,6.84648603,17.257244,10,-66.90000153,313.8,4.47236872,-0.37349546,8.76277828,0.0225876,-0.01722635,0.49201941,-0.08200324,0.74639052,-,14.69999981,29.45833397,88,0,0,0,-,0.13364077,-,-,-,14.64881134,36,62.12607574,1135.755981
Sat Aug 16 20:58:57 GMT+05:30 2014,58:57.5,79.92768754,6.84648603,17.257244,10,-66.90000153,313.8,4.95120907,1.33117616,8.47547436,0.0287413,0.01008627,0.50471038,0.13569583,0.76396269,-,14.69999981,29.46211624,88,0,0,0,-,0.13364077,-,-,-,14.64881134,36,62.12607574,1136.212036
Sat Aug 16 20:58:58 GMT+05:30 2014,58:58.0,79.9275988,6.84652586,16.00781,10,-66.69999695,309.1,4.87459469,0.68953007,8.44674397,-0.01155502,-0.03022377,0.51252019,0.08883683,0.71807986,-,14.69999981,29.46531868,88,0,0,0,-,0.13364077,-,-,-,14.64881134,35,57.62811661,1136.755005
Sat Aug 16 20:58:58 GMT+05:30 2014,58:58.5,79.9275988,6.84652586,16.00781,10,-66.69999695,309.1,5.08528423,1.06302559,7.4411788,-0.05589181,-0.08016003,0.49397188,0.0907893,0.67024463,-,14.69999981,29.4685154,89,0,0,0,-,0.13364077,-,-,-,14.64881134,35,57.62811661,1137.327026
Sat Aug 16 20:58:59 GMT+05:30 2014,58:59.0,79.92752946,6.84653308,13.759088,10,-65.40000153,303.9,5.30555105,0.81402856,8.25520706,-0.06737012,-0.08605801,0.54083085,0.11519502,0.62729061,-,14.69999981,29.47113228,89,0,0,0,-,0.13364077,-,-,-,14.64881134,34,49.53271484,1137.767944
Sat Aug 16 20:58:59 GMT+05:30 2014,58:59.5,79.92752946,6.84653308,13.759088,10,-65.40000153,303.9,6.70376492,0.41180268,8.43716717,0.11829191,-0.03222607,0.57499892,0.05466883,0.6761021,-,14.69999981,29.47374535,89,0,0,0,-,0.13364077,-,-,-,14.64881134,34,49.53271484,1138.333984
Sat Aug 16 20:59:00 GMT+05:30 2014,59:00.0,79.92753013,6.84653024,10.012492,7,-66,301.5,5.60243177,0.87148941,7.51779318,-0.02114749,-0.03981953,0.57109392,0.08883683,0.66633976,-,14.69999981,29.47374535,89,0,0,0,-,0.13364077,-,-,-,14.64881134,34,36.04497147,1138.81604
Sat Aug 16 20:59:00 GMT+05:30 2014,59:00.5,79.92753013,6.84653024,10.012492,7,-66,301.5,5.58327818,1.12048638,7.25921965,-0.04049975,0.00033606,0.52130628,0.08297946,0.7493192,-,14.69999981,29.4763546,89,0,0,0,-,0.13364077,-,-,-,14.64881134,34,36.04497147,1139.285034
Sat Aug 16 20:59:01 GMT+05:30 2014,59:01.0,79.92745367,6.84657063,10,7,-64.40000153,300.5,5.30555105,0.9768343,8.95431423,0.08463115,0.06599525,0.54083085,0.09957536,0.81277412,-,14.69999981,29.47838593,89,0,0,0,-,0.13364077,-,-,-,14.64881134,33,36,1139.814941
Sat Aug 16 20:59:01 GMT+05:30 2014,59:01.5,79.92745367,6.84657063,10,7,-64.40000153,300.5,6.79953289,1.71424842,6.90487766,0.02218252,-0.02591819,0.68140787,0.26455808,0.5433349,-,14.69999981,29.48041534,89,0,0,0,-,0.13364077,-,-,-,14.64881134,33,36,1140.250977
Sat Aug 16 20:59:02 GMT+05:30 2014,59:02.0,79.92738172,6.84661774,9.762812,7,-64.40000153,300.4,3.79241538,6.36857653,-0.57460839,-0.22315389,-0.11585546,0.77707827,0.30067852,0.19482116,-,14.69999981,29.48041534,89,0,0,0,-,0.13364077,-,-,-,14.64881134,33,35.14612198,1140.777954
Sat Aug 16 20:59:02 GMT+05:30 2014,59:02.5,79.92738172,6.84661774,9.762812,7,-64.40000153,300.4,-4.96078587,4.26167917,-1.52271223,-0.29650402,0.33280069,0.1073852,0.76633972,-1.18459046,-,14.69999981,29.48186493,89,0,0,0,-,0.13364077,-,-,-,14.64881134,32,35.14612198,1141.26001
Sat Aug 16 20:59:03 GMT+05:30 2014,59:03.0,79.92732133,6.84665837,9.5,7,-64.30000305,301.3,-3.61045623,7.63271523,5.01824665,0.02024835,0.15113606,-0.65895456,0.81710362,0.37151858,-,14.69999981,29.48273849,89,0,0,0,-,0.13364077,-,-,-,14.64881134,31,34.20000076,1141.805054
Sat Aug 16 20:59:03 GMT+05:30 2014,59:03.5,79.92732133,6.84665837,9.5,7,-64.30000305,301.3,1.03429508,14.39394093,5.45877981,0.59178132,0.19205441,-0.18157859,0.94498962,0.60288489,-,14.69999981,29.48361206,89,0,0,0,-,0.13364077,-,-,-,14.64881134,31,34.20000076,1142.261963
Sat Aug 16 20:59:04 GMT+05:30 2014,59:04.0,79.92731145,6.84669067,9.25,6,-66.30000305,300.3,-5.7939682,4.93205547,6.60799646,0.0462926,-0.00255434,-0.62576282,0.46468499,0.52185786,-,14.69999981,29.48505783,89,0,0,0,-,0.13364077,-,-,-,14.64881134,32,33.29999924,1142.78894
Sat Aug 16 20:59:04 GMT+05:30 2014,59:04.5,79.92731145,6.84669067,9.25,6,-66.30000305,300.3,-3.44765043,6.15788698,8.91600704,0.17812961,0.15952559,-0.35144243,0.62771529,0.80886918,-,14.69999981,29.48505783,89,0,0,0,-,0.13364077,-,-,-,14.64881134,32,33.29999924,1142.78894
Sat Aug 16 20:59:05 GMT+05:30 2014,59:05.0,79.92725634,6.84673724,9.513149,7,-66.5,304.7,-3.7062242,10.96544361,5.35343504,0.31898922,0.30043331,-0.37780061,1.11778224,0.44571203,-,14.69999981,29.48505783,89,0,0,0,-,0.13364077,-,-,-,14.64881134,32,34.24733734,1143.753052
Sat Aug 16 20:59:05 GMT+05:30 2014,59:05.6,79.92725634,6.84673724,9.513149,7,-66.5,304.7,-8.31266785,3.69664741,2.52827692,-0.01847786,0.06484815,-1.05530357,0.08786061,0.00836143,-,14.69999981,29.48505783,89,0,0,0,-,0.13364077,-,-,-,14.64881134,32,34.24733734,1144.386963
Sat Aug 16 20:59:05 GMT+05:30 2014,59:06.0,79.92725634,6.84673724,9.513149,7,-66.5,304.7,-9.37569427,1.9153614,1.65678763,0.00897998,-0.00968178,-0.95572823,0.1952458,0.06888762,-,14.69999981,29.48650169,89,0,0,0,-,0.13364077,-,-,-,14.64881134,32,34.24733734,1144.751953
Sat Aug 16 20:59:06 GMT+05:30 2014,59:06.5,79.92717591,6.84678868,9.75,8,-65.69999695,305,-9.29907894,2.30801034,2.26970315,0.02270907,0.06013225,-1.01820683,0.15619664,0.1489384,-,14.69999981,29.48794556,89,0,0,0,-,0.13364077,-,-,-,14.64881134,32,35.09999847,1145.26001
Sat Aug 16 20:59:07 GMT+05:30 2014,59:07.0,79.92710321,6.84682756,9,7,-65.30000305,304.7,-9.31823349,1.58017313,3.05500126,0.03151232,0.01285827,-0.94987088,0.16107778,0.21141705,-,14.69999981,29.48881149,89,0,0,0,-,0.13364077,-,-,-,14.64881134,31,32.39999771,1145.764038
Sat Aug 16 20:59:07 GMT+05:30 2014,59:07.5,79.92710321,6.84682756,9,7,-65.30000305,304.7,-9.69172859,1.16837049,3.49553442,0.07596928,0.0573304,-0.98794377,0.11909994,0.25632358,-,14.69999981,29.48881149,89,0,0,0,-,0.13364077,-,-,-,14.64881134,31,32.39999771,1146.272949
Sat Aug 16 20:59:08 GMT+05:30 2014,59:08.0,79.92703137,6.84686483,8.514693,8,-65.69999695,298.3,-10.17056847,2.01112938,2.7389667,0.11208874,0.0239532,-0.96353805,0.14545812,0.21336953,-,14.69999981,29.48910522,89,0,0,0,-,0.13364077,-,-,-,14.64881134,30,30.65289497,1146.824951
Sat Aug 16 20:59:08 GMT+05:30 2014,59:08.5,79.92703137,6.84686483,8.514693,8,-65.69999695,298.3,-9.99818611,2.087744,2.04943657,0.08091813,0.04844571,-1.0025872,0.28408262,0.01226634,-,14.69999981,29.48939896,89,0,0,0,-,0.13364077,-,-,-,14.64881134,30,30.65289497,1147.321045
Sat Aug 16 20:59:09 GMT+05:30 2014,59:09.0,79.92696567,6.84690697,8.062258,6,-64.59999847,300.3,-9.33738708,1.8770541,2.95923328,0.03564864,0.02254027,-0.95377576,0.19231711,0.21336953,-,14.69999981,29.48854446,89,0,0,0,-,0.13364077,-,-,-,14.64881134,28,29.02412796,1147.786987
Sat Aug 16 20:59:09 GMT+05:30 2014,59:09.5,79.92696567,6.84690697,8.062258,6,-64.59999847,300.3,-9.55765343,2.17393517,2.9113493,0.06130403,-0.00706264,-0.9313224,0.19426957,0.18310641,-,14.69999981,29.48654747,89,0,0,0,-,0.13364077,-,-,-,14.64881134,26,29.02412796,1148.31604
Sat Aug 16 20:59:10 GMT+05:30 2014,59:10.0,79.92691441,6.84694544,8.01561,7,-64.19999695,301.3,-10.47702694,0.79487497,2.49954653,0.17851597,0.15991208,-1.06799459,0.08102701,0.34418422,-,14.69999981,29.48654747,89,0,0,0,-,0.13364077,-,-,-,14.64881134,26,28.85619354,1148.787964
Sat Aug 16 20:59:10 GMT+05:30 2014,59:10.5,79.92691441,6.84694544,8.01561,7,-64.19999695,301.3,-9.15542698,1.53228903,2.94007969,0.04987973,0.03123191,-0.93327487,0.15619664,0.30903995,-,14.69999981,29.48398209,89,0,0,0,-,0.13364077,-,-,-,14.64881134,25,28.85619354,1149.300049
Sat Aug 16 20:59:11 GMT+05:30 2014,59:11.0,79.9268614,6.84697569,7.267221,6,-64.40000153,300.3,-9.93114853,1.67594123,3.17949986,0.09560746,0.08156358,-0.98891997,0.19036464,0.29342028,-,14.69999981,29.48084641,89,0,0,0,-,0.13364077,-,-,-,14.64881134,24,26.16199493,1149.786011
Sat Aug 16 20:59:11 GMT+05:30 2014,59:11.5,79.9268614,6.84697569,7.267221,6,-64.40000153,300.3,-9.00219822,2.22181916,2.42293215,-0.00407183,0.04868172,-0.98501509,0.20305562,0.1957974,-,14.69999981,29.47771454,89,0,0,0,-,0.13364077,-,-,-,14.64881134,24,26.16199493,1150.286011
Sat Aug 16 20:59:12 GMT+05:30 2014,59:12.0,79.92681141,6.84700739,6.768493,6,-64.5,298.8,-10.23760605,1.73340201,2.52827692,0.10836738,-0.02133674,-0.9030118,0.29384494,0.13527119,-,14.69999981,29.47771454,89,0,0,0,-,0.13364077,-,-,-,14.64881134,24,24.36657524,1150.756958
Sat Aug 16 20:59:12 GMT+05:30 2014,59:12.5,79.92681141,6.84700739,6.768493,6,-64.5,298.8,-9.61511421,2.71023631,1.8770541,0.05514699,0.01818613,-0.93913227,0.33875147,0.09817449,-,14.69999981,29.47401428,89,0,0,0,-,0.13364077,-,-,-,14.64881134,23,24.36657524,1151.293945
Sat Aug 16 20:59:13 GMT+05:30 2014,59:13.0,79.92675986,6.84703492,6.519202,6,-64.30000305,296.7,-9.52892303,2.8921957,2.03985977,0.0551824,0.03653633,-0.97134787,0.29482117,0.10793678,-,14.69999981,29.46974945,89,0,0,0,-,0.13364077,-,-,-,14.64881134,22,23.46912766,1151.819946
Sat Aug 16 20:59:13 GMT+05:30 2014,59:13.5,79.92675986,6.84703492,6.519202,6,-64.30000305,296.7,-9.672575,2.53785372,1.66636443,0.05242079,0.0478957,-0.99477732,0.25479576,0.10696055,-,14.69999981,29.46434593,89,0,0,0,-,0.13364077,-,-,-,14.64881134,20,23.46912766,1152.317017
Sat Aug 16 20:59:14 GMT+05:30 2014,59:14.0,79.92671692,6.84704877,5.5,6,-64.30000305,286.8,-9.88326454,2.19308877,2.56658411,0.08362192,0.06498562,-1.00746834,0.22355644,0.16162936,-,14.69999981,29.46434593,89,0,0,0,-,0.13364077,-,-,-,14.64881134,19,19.79999924,1152.813965
Sat Aug 16 20:59:14 GMT+05:30 2014,59:14.5,79.92671692,6.84704877,5.5,6,-64.30000305,286.8,-9.0692358,2.05901337,2.54743052,0.00193703,0.07950625,-1.0367552,0.16498269,0.14991464,-,14.69999981,29.45838165,89,0,0,0,-,0.13364077,-,-,-,14.64881134,19,19.79999924,1153.333008
Sat Aug 16 20:59:15 GMT+05:30 2014,59:15.0,79.92666793,6.8470589,5.5226803,6,-64.5,280,-9.27034855,3.46680403,2.87304211,0.06955475,0.03743019,-0.93815601,0.25479576,0.26120472,-,14.69999981,29.45242119,89,0,0,0,-,0.13364077,-,-,-,14.64881134,19,19.88164902,1153.800049
Sat Aug 16 20:59:15 GMT+05:30 2014,59:15.5,79.92666793,6.8470589,5.5226803,6,-64.5,280,-8.38928318,3.34230566,2.59531474,-0.02319145,0.08363944,-0.85517663,0.34070393,0.16455808,-,14.69999981,29.44646835,90,0,0,0,-,0.13364077,-,-,-,14.64881134,19,19.88164902,1154.285034
Sat Aug 16 20:59:16 GMT+05:30 2014,59:16.0,79.9266064,6.8470653,5.5226803,5,-65,276,-8.66701031,2.86346531,3.16992307,0.00396961,0.030949,-0.96158558,0.28896379,0.1323425,-,14.69999981,29.44052315,90,0,0,0,-,0.13364077,-,-,-,14.64881134,19,19.88164902,1154.784058
Sat Aug 16 20:59:16 GMT+05:30 2014,59:16.5,79.9266064,6.8470653,5.5226803,5,-65,276,-7.49863958,3.76368499,3.5529952,-0.05220705,0.14354676,-1.07092321,0.35827604,0.07767367,-,14.69999981,29.44052315,90,0,0,0,-,0.13364077,-,-,-,14.64881134,19,19.88164902,1155.334961
Sat Aug 16 20:59:16 GMT+05:30 2014,59:17.1,79.9266064,6.8470653,5.5226803,5,-65,276,-8.96389103,2.70065951,3.35188246,0.0326435,-0.0461648,-0.86103404,0.24796216,0.22606049,-,14.69999981,29.43458557,90,0,0,0,-,0.13364077,-,-,-,14.64881134,19,19.88164902,1155.746948
Sat Aug 16 20:59:17 GMT+05:30 2014,59:17.5,79.92655529,6.84705036,5.5226803,5,-63.79999924,255.4,-8.82023907,2.53785372,4.69263554,0.06978077,0.06620282,-0.95475197,0.21965154,0.31977844,-,14.69999981,29.42865181,91,0,0,0,-,0.13364077,-,-,-,14.64881134,19,19.88164902,1156.311035
Sat Aug 16 20:59:18 GMT+05:30 2014,59:18.0,79.92650162,6.84702718,5.5,5,-63.79999924,247.7,-9.61511421,0.90021986,5.07570744,0.13110954,0.10832144,-0.98989618,0.13374338,0.37932846,-,14.69999981,29.42865181,91,0,0,858.5,-,0.13365147,-,-,-,13.48850918,19,19.79999924,1156.823975
Sat Aug 16 20:59:18 GMT+05:30 2014,59:18.5,79.92650162,6.84702718,5.5,5,-63.79999924,247.7,-9.73961258,1.18752408,4.26167917,0.10944825,0.06032839,-0.96646672,0.13764828,0.31294486,-,12.19721317,29.42272758,91,55.29411697,47.84313583,858.5,-,0.13377477,-,-,-,13.77858543,19,19.79999924,1157.314941
Sat Aug 16 20:59:19 GMT+05:30 2014,59:19.0,79.92646005,6.84699018,5.771698,5,-62.40000153,234.2,-9.56723022,1.41736746,3.96479797,0.08452207,0.03324466,-0.9196077,0.26065314,0.29146785,-,14.69999981,29.41794395,91,81.5686264,47.45098114,1402.25,-,0.13377477,-,-,-,13.77858543,21,20.77811241,1157.785034
Sat Aug 16 20:59:19 GMT+05:30 2014,59:19.5,79.92646005,6.84699018,5.771698,5,-62.40000153,234.2,-8.45632076,1.72382522,4.03183556,-0.00999314,0.07922175,-0.97622901,0.39439651,0.13527119,-,14.69999981,29.41373444,90,57.25490189,47.45098114,1387.5,-,0.13392115,-,-,-,10.87783051,22,20.77811241,1158.28894
Sat Aug 16 20:59:20 GMT+05:30 2014,59:20.0,79.9264223,6.84692911,6.0207973,5,-61.20000076,223.2,-7.81467438,0.84275901,5.02782345,-0.0298779,0.11646082,-1.02308798,0.07126471,0.34027928,-,14.58560467,29.41373444,90,57.25490189,4.70588255,478,-,0.13392115,-,-,-,3.62594342,22,21.67486954,1158.832031
Sat Aug 16 20:59:20 GMT+05:30 2014,59:20.5,79.9264223,6.84692911,6.0207973,5,-61.20000076,223.2,-10.73560047,2.23139596,2.19308877,0.15887898,-0.08950438,-0.84931916,0.2596769,0.09915072,-,14.69999981,29.40952873,90,85.09803772,55.29411697,478,-,0.13392115,-,-,-,5.51143408,22,21.67486954,1159.28894
Sat Aug 16 20:59:21 GMT+05:30 2014,59:21.0,79.92638564,6.84687669,5.5,5,-60,213.5,-9.59596062,3.16992307,1.89620769,0.06714863,0.04850665,-0.97818148,0.3231318,0.09329334,-,14.69999981,29.40476227,90,85.09803772,55.29411697,114,-,0.13393164,-,-,-,5.51143408,21,19.79999924,1159.765015
Sat Aug 16 20:59:21 GMT+05:30 2014,59:21.5,79.92638564,6.84687669,5.5,5,-60,213.5,-9.53849983,3.43807364,3.63918662,0.11711532,0.12499576,-1.06116092,0.25186709,0.17432036,-,14.69999981,29.39999962,89,0,0,0,-,0.13395432,-,-,-,12.76332092,21,19.79999924,1160.261963
Sat Aug 16 20:59:22 GMT+05:30 2014,59:22.0,79.92635331,6.84684012,5.25,5,-60,210.3,-8.65743351,0.59376204,2.86346531,-0.049501,0.05290331,-1.00942075,0.13179092,0.16748676,-,14.69999981,29.39999962,89,0,0,0,-,0.13395432,-,-,-,14.50377369,21,18.89999962,1160.777954
Sat Aug 16 20:59:22 GMT+05:30 2014,59:22.5,79.92635331,6.84684012,5.25,5,-60,210.3,-9.52892303,2.087744,1.934515,0.14597803,0.05297939,-1.01723063,0.17669745,0.1050081,-,14.69999981,29.39467812,89,0,0,0,-,0.13395432,-,-,-,14.64881134,20,18.89999962,1161.293945
Sat Aug 16 20:59:23 GMT+05:30 2014,59:23.0,79.9263289,6.8467939,5,5,-59.5,206.6,-10.40998936,1.09175599,2.71023631,0.1211682,-0.00412355,-0.94987088,0.1210524,0.1723679,-,14.69999981,29.38879395,89,0,0,0,-,0.13395432,-,-,-,14.64881134,19,18,1161.80603
Sat Aug 16 20:59:23 GMT+05:30 2014,59:23.5,79.9263289,6.8467939,5,5,-59.5,206.6,-9.95987892,0.87148941,2.94965649,0.08158606,0.06285897,-1.01137328,0.12495731,0.20067854,-,14.69999981,29.38291931,88,0,0,0,-,0.13395432,-,-,-,14.64881134,19,18,1162.314941
Sat Aug 16 20:59:24 GMT+05:30 2014,59:24.0,79.92630415,6.8467507,4.75,5,-58.70000076,206.2,-10.0364933,1.06302559,2.26970315,0.07350534,0.05468298,-1.00942075,0.14350566,0.16846299,-,14.69999981,29.38291931,88,0,0,0,-,0.13395432,-,-,-,14.64881134,19,17.10000038,1162.80896
Sat Aug 16 20:59:24 GMT+05:30 2014,59:24.5,79.92630415,6.8467507,4.75,5,-58.70000076,206.2,-8.83939266,1.44609785,1.99197578,-0.04565543,0.07189602,-1.02992153,0.14838681,0.155772,-,14.69999981,29.37704849,88,0,0,0,-,0.13395432,-,-,-,14.64881134,19,17.10000038,1163.319946
Sat Aug 16 20:59:24 GMT+05:30 2014,59:25.0,79.92630415,6.8467507,4.75,5,-58.70000076,206.2,-7.85298157,0.80445176,2.36547136,-0.14095229,0.03140217,-0.95670444,0.12886222,0.26218095,-,14.69999981,29.37062073,88,0,0,0,-,0.13395432,-,-,-,14.64881134,18,17.10000038,1163.805054
Sat Aug 16 20:59:25 GMT+05:30 2014,59:25.5,79.92628543,6.84670658,4.5,5,-58.5,203.6,-10.06522369,3.08373189,2.18351197,0.11493129,0.0963057,-1.02601659,0.31434575,0.12258022,-,14.69999981,29.36420059,88,0,0,0,-,0.13395432,-,-,-,14.64881134,18,16.19999886,1164.274048
Sat Aug 16 20:59:26 GMT+05:30 2014,59:26.0,79.92626352,6.84666759,4.5,5,-58.40000153,210,-8.83939266,3.31357527,-1.20667768,-0.0108813,0.05848975,-0.95670444,0.44223174,-0.19371799,-,14.69999981,29.36420059,88,0,0,0,-,0.13395432,-,-,-,14.64881134,18,16.19999886,1164.621948
Sat Aug 16 20:59:26 GMT+05:30 2014,59:26.5,79.92626352,6.84666759,4.5,5,-58.40000153,210,-10.59194851,2.14520478,-1.9440918,0.13831419,0.01047513,-0.91082162,0.36022848,-0.34698594,-,14.69999981,29.36420059,88,0,0,0,-,0.13395432,-,-,-,14.64881134,18,16.19999886,1164.621948
Sat Aug 16 20:59:27 GMT+05:30 2014,59:27.0,79.92624909,6.84664292,4.031129,5,-57.40000153,225.2,-10.73560047,0.9672575,2.81558108,0.15465182,0.02573195,-0.85029548,0.10543273,0.46328413,-,14.69999981,29.36420059,88,0,0,0,-,0.13395432,-,-,-,14.64881134,18,14.51206398,1165.817993
Sat Aug 16 20:59:27 GMT+05:30 2014,59:27.6,79.92624909,6.84664292,4.031129,5,-57.40000153,225.2,-9.30865574,-0.21068975,3.88818359,0.04756922,0.08123066,-1.02699292,0.06833603,0.2299654,-,14.69999981,29.35891724,88,0,0,0,-,0.13395432,-,-,-,14.64881134,20,14.51206398,1166.355957
Sat Aug 16 20:59:27 GMT+05:30 2014,59:28.0,79.92624909,6.84664292,4.031129,5,-57.40000153,225.2,-9.52892303,0.17238252,4.15633392,0.07887405,-0.04323136,-0.89813066,0.12398108,0.20458345,-,14.69999981,29.3536377,88,0,0,0,-,0.13395432,-,-,-,14.64881134,20,14.51206398,1166.782959
Sat Aug 16 20:59:28 GMT+05:30 2014,59:28.5,79.92621484,6.84663334,3.535534,6,-57,243,-9.02135181,0.89064306,3.40934324,0.00627065,0.02760045,-0.95865691,0.0068336,0.26901457,-,14.69999981,29.34836578,88,0,0,0,-,0.13395432,-,-,-,14.64881134,20,12.72792149,1167.303955
Sat Aug 16 20:59:29 GMT+05:30 2014,59:29.0,79.92622179,6.84656831,4.527693,6,-57.59999847,205.9,-9.32781029,0.66079968,2.38462496,0.00273567,0.04316761,-1.00649214,0.03612047,0.17041545,-,14.69999981,29.34836578,88,0,0,0,-,0.13395432,-,-,-,14.64881134,20,16.29969406,1167.781006
Sat Aug 16 20:59:29 GMT+05:30 2014,59:29.5,79.92622179,6.84656831,4.527693,6,-57.59999847,205.9,-10.51533413,0.91937345,2.26012635,0.11937767,0.02172989,-0.99087244,0.14741059,0.09915072,-,14.69999981,29.34253502,88,0,0,0,-,0.13395432,-,-,-,14.64881134,19,16.29969406,1168.269043
Sat Aug 16 20:59:30 GMT+05:30 2014,59:30.0,79.92621069,6.84650013,5.25,6,-56.70000076,200.7,-9.37569427,0.76614451,3.16992307,0.03089422,0.01859313,-0.94987088,0.06931226,0.26022848,-,14.69999981,29.33614922,88,0,0,0,-,0.13395432,-,-,-,14.64881134,18,18.89999962,1168.779053
Sat Aug 16 20:59:30 GMT+05:30 2014,59:30.5,79.92621069,6.84650013,5.25,6,-56.70000076,200.7,-9.52892303,0.45968673,3.54341841,0.05639154,0.02790846,-0.97037166,-0.01269098,0.23777525,-,14.69999981,29.32976913,88,0,0,0,-,0.13395432,-,-,-,14.64881134,18,18.89999962,1169.277954
Sat Aug 16 20:59:31 GMT+05:30 2014,59:31.0,79.9262051,6.84643541,5.25,5,-55.20000076,196.8,-9.68215179,0.18195933,3.10288548,0.05557781,0.03693189,-0.9869675,0.01854835,0.21629821,-,14.69999981,29.32976913,87,0,0,867,-,0.13396661,-,-,-,12.47324562,18,18.89999962,1169.795044
Sat Aug 16 20:59:31 GMT+05:30 2014,59:31.5,79.9262051,6.84643541,5.25,5,-55.20000076,196.8,-9.47146225,1.59932673,2.02070618,0.07901067,0.0410312,-0.99380112,0.02831064,0.20751214,-,12.19721317,29.32339668,87,48.62745285,39.2156868,867,-,0.13396661,-,-,-,11.16790581,18,18.89999962,1170.290039
Sat Aug 16 20:59:32 GMT+05:30 2014,59:32.0,79.92619298,6.84637968,5.25,5,-55,196,-9.76834297,0.93852705,1.95366859,0.03897005,0.07247061,-1.04358876,0.09957536,0.12453268,-,13.80906391,29.31759453,87,46.66666794,39.2156868,1221.75,-,0.13402139,-,-,-,11.16790581,19,18.89999962,1170.782959
Sat Aug 16 20:59:32 GMT+05:30 2014,59:32.6,79.92619298,6.84637968,5.25,5,-55,196,-9.04050541,1.14921677,1.70467162,-0.03591156,0.0426011,-0.92156017,0.11714748,0.07376876,-,13.80906391,29.3117981,87,31.76470566,13.72549057,935,-,0.13405472,-,-,-,4.78624535,19,18.89999962,1171.340942
Sat Aug 16 20:59:33 GMT+05:30 2014,59:33.0,79.92617789,6.8463191,5.5226803,5,-53.70000076,197.5,-9.17458057,2.14520478,1.20667768,-0.01270294,0.01185495,-0.98403883,0.16010156,0.07084008,-,14.55734158,29.3117981,87,31.76470566,5.49019623,210.75,-,0.13406929,-,-,-,3.48090577,18,19.88164902,1171.833984
Sat Aug 16 20:59:33 GMT+05:30 2014,59:33.5,79.92617789,6.8463191,5.5226803,5,-53.70000076,197.5,-9.50019264,2.03028297,1.20667768,0.01689708,-0.00176198,-0.96841919,0.20696054,0.02300486,-,14.69999981,29.30544662,87,85.09803772,0,210.75,-,0.13406929,-,-,-,3.48090577,18,19.88164902,1172.275024
Sat Aug 16 20:59:34 GMT+05:30 2014,59:34.0,79.92616598,6.84626868,5.2737556,5,-53.20000076,195.4,-9.85453415,0.02873042,0.62249243,0.02554601,0.00688993,-1.00453961,0.00292869,-0.03654511,-,14.69999981,29.29910278,87,0,0,0,-,0.13410378,-,-,-,8.99234009,18,18.98551941,1172.751953
Sat Aug 16 20:59:34 GMT+05:30 2014,59:34.5,79.92616598,6.84626868,5.2737556,5,-53.20000076,195.4,-10.01733971,0.25857377,1.16837049,0.04739553,0.03265378,-1.01332569,0.05759751,0.0884122,-,14.69999981,29.29910278,87,0,0,0,-,0.13410378,-,-,-,8.99234009,18,18.98551941,1172.751953
Sat Aug 16 20:59:35 GMT+05:30 2014,59:35.0,79.92614329,6.84621756,5.5226803,5,-52.5,199.8,-9.27034855,1.46525145,1.17794728,-0.0167734,0.04632144,-1.03089774,0.05564505,0.06791139,-,14.69999981,29.29910278,87,0,0,0,-,0.13410378,-,-,-,8.99234009,18,19.88164902,1173.781006
Sat Aug 16 20:59:35 GMT+05:30 2014,59:35.6,79.92614329,6.84621756,5.5226803,5,-52.5,199.8,-9.56723022,0.03830723,2.42293215,0.06647915,-0.00221402,-0.91082162,0.12886222,0.28561044,-,14.69999981,29.29332542,86,0,0,0,-,0.13410378,-,-,-,14.64881134,19,19.88164902,1174.343994
Sat Aug 16 20:59:36 GMT+05:30 2014,59:36.0,79.92612937,6.84616074,5.771698,5,-52,198.8,-9.71088219,0.84275901,2.94007969,0.05683249,0.03818699,-0.98989618,0.08590815,0.19970231,-,14.69999981,29.29332542,86,0,7.05882359,0,-,0.13412856,-,-,-,10.87783051,19,20.77811241,1174.740967
Sat Aug 16 20:59:36 GMT+05:30 2014,59:36.5,79.92612937,6.84616074,5.771698,5,-52,198.8,-10.27591324,1.41736746,3.45722723,0.13359267,0.10560461,-1.02601659,-0.05564505,0.30708748,-,13.1572361,29.28811646,86,46.27450943,48.23529434,993.75,-,0.13412856,-,-,-,13.63354778,20,20.77811241,1175.291016
